,User,Date Created,Number of Likes,Source of Tweet,Tweet,Polarity,Emotion
3586,JMahr04,2019-12-11 23:20:51+00:00,0,Twitter Web App,"The article that you linked was about a worker who went on strike for their healthcare. If M4A were to pass, healthcare would be guaranteed by the government. Workers wouldnt need to fight for that right therefore they can fight for other benefits instead, not hard","{'neg': 0.029, 'neu': 0.811, 'pos': 0.16, 'compound': 0.6969}",Positive
3587,Zondaro,2019-12-11 23:13:12+00:00,0,Fenix 2,How many of those insurance workers would gladly give up their jobs if it meant all Americans would have free universal healthcare? A lot I'd bet.,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.6908}",Positive
3588,dothepingpong4,2019-12-11 23:05:53+00:00,1,Twitter for iPhone,"Its a full moon tomorrow. All healthcare workers, brace yourselves for the crazies","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3589,anothergaze,2019-12-11 22:44:52+00:00,118,Twitter Web App,"PLEASE PLEASE VOTE LABOUR TOMORROW For culture, for healthcare, for the environment, for the rights of workers, for free movement, for equality, for education, and for the end of a decade of feeling like we don't deserve anything.","{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.8531}",Positive
3590,marygkosta,2019-12-11 22:40:45+00:00,1,Twitter Web App,"This means providing homes for the homeless, food for children and seniors in poverty, living wages with pensions for workers, affordable public transit, and universal healthcare. Stand up for human rights with your vote. Vote Labour. GE2019 GE19 GeneralElection2019","{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.5106}",Negative
3591,FalcoSydney,2019-12-11 22:38:14+00:00,0,Twitter Web App,"If I were The Bern, my rebuttal would be first, the single-payer (gov't) will still need workers to administer the healthcare; second, if every bulldozer were replaced by 1000 workers equipped with tablespoons, we could employ 999 more people... but it would be inefficient.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3592,guyzlkeme,2019-12-11 22:37:43+00:00,0,Twitter for iPhone,"'It's really over' Corporate pensions head for extinction UNIONS CREATED OUR MIDDLE CLASS. Once healthcare becomes unattached with employers, workers can jump from job to job getting the best pay but company training costs increase &amp; experience decreases","{'neg': 0.028, 'neu': 0.802, 'pos': 0.17, 'compound': 0.7365}",Positive
3593,ayjayceee,2019-12-11 22:35:47+00:00,1,Twitter for iPad,"Our NHS in Scotland is magnificent. Dedicated, hard working, technically proficient health professionals &amp; workers, offering outstanding care. How dare you drag it down using inaccurate rhetoric. I wonder whether youve actually used it, or do you pay for healthcare?","{'neg': 0.091, 'neu': 0.637, 'pos': 0.272, 'compound': 0.9081}",Positive
3594,theRadicleLeft,2019-12-11 22:12:28+00:00,3,Twitter for Android,"Actually read the bill, it has provisions for former Healthcare workers. And Medicare for all is a moral imperative","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3595,Itgirl100,2019-12-11 22:07:45+00:00,0,Twitter for iPhone,Unions at Work KaiserPermanente Workers in California Set New Strike Date Kaiser KP.org HealthCare Business Hospital Unions UnionWorkers,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3596,Craigor47238257,2019-12-11 22:01:55+00:00,0,Twitter Web App,"And tax paying Americans will be rewarded by paying for their healthcare, housing, food, schools, infrastructure and much more while businesses and benefit by having more customers. The added workers (including family members) will also reward Americans with suppressed wages.","{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.872}",Positive
3597,ExigoTechPtyLtd,2019-12-11 22:00:25+00:00,2,Postfity.com,"IoT certainly has a range of benefits for healthcare workers. But the entire setup is vulnerable and susceptible to attacks. Learn the ways to prevent any security breach in your healthcare facility, here healthcare healthcareIoT technology","{'neg': 0.138, 'neu': 0.69, 'pos': 0.172, 'compound': -0.1154}",Negative
3598,benefitscouncil,2019-12-11 22:00:23+00:00,2,Buffer,"The clock is ticking for American workers and their families, said , president of the . CONGRESS, it's time to repeal the so-called 'Cadillac Tax.' caddytax cadillactax health healthcare healthinsurance obamacare","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3599,Protegimus2452,2019-12-11 21:52:37+00:00,0,Twitter for iPhone,Some weirdos still around good luck from the normal and not all NHS workers are socialist or stupid enough to believe it will be sold off. After all a Tory idea of universal healthcare nicked by labour back in the day.,"{'neg': 0.114, 'neu': 0.764, 'pos': 0.122, 'compound': 0.1027}",Positive
3600,BrettBear63UC,2019-12-11 21:47:39+00:00,0,Twitter for iPhone,"Yes, after the rev, we will prosecute insurance execs and the consultants, that helped to deny workers healthcare, as war criminals. No ex post facto considerations will be given.","{'neg': 0.358, 'neu': 0.577, 'pos': 0.065, 'compound': -0.9042}",Negative
3601,nikki_miumiu,2019-12-11 21:47:14+00:00,21,Twitter for iPhone,"HongKong healthcare workers gathered once again at Edinburgh place to join the rally for Freedom and HumanRights. As first responders, many medical professionals had witnessed many victims of PoliceBrutality, and they were not just once expressing theyre against violence.","{'neg': 0.137, 'neu': 0.815, 'pos': 0.047, 'compound': -0.6369}",Negative
3602,axmariscal,2019-12-11 21:36:08+00:00,0,Twitter for iPhone,"Nurses are like the retail/food service workers of the healthcare field. Theyre hella rude and I know its not their fault, but hey.. dont shoot the messenger ","{'neg': 0.166, 'neu': 0.727, 'pos': 0.107, 'compound': -0.4343}",Negative
3603,NBAMedPod,2019-12-11 21:14:15+00:00,0,Twitter for iPhone,"Appreciate it!! Im not saying healthcare workers dont make mistakes...happens all the time, but its not nearly as straightforward as it can seem sometimes","{'neg': 0.0, 'neu': 0.908, 'pos': 0.092, 'compound': 0.3472}",Positive
3604,VentyvProtects,2019-12-11 21:09:58+00:00,0,HubSpot,Are Your Healthcare Workers Armed With the Right Vaccinations? via magazine Find out here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3605,DatFishe,2019-12-11 21:00:45+00:00,5,Twitter for Android,"I'm not even saying that the unemployment of healthcare workers should be ignored, but using them as an argument against a system which would save lives is straight-up immoral","{'neg': 0.27, 'neu': 0.623, 'pos': 0.107, 'compound': -0.6757}",Negative
3606,dsam4a,2019-12-11 20:59:52+00:00,17,Twitter Web App,"The terrible reality of American healthcare. As long as there are financial barriers to care, and as long as giant corporations get to choose what kind of insurance their underpaid workers get, millions will fall through the cracks.","{'neg': 0.072, 'neu': 0.855, 'pos': 0.074, 'compound': 0.0258}",Neutral
3607,DrZackaryBerger,2019-12-11 20:51:07+00:00,5,TweetDeck,"You're asking a great question, Lily1. First, we should all support which is an admirable group of docs on the front lines of protest. But we should do more, organize clinicians/healthcare workers 2 demand justice from institutions. How to do that?/1","{'neg': 0.066, 'neu': 0.706, 'pos': 0.228, 'compound': 0.8422}",Positive
3608,CareforHCS,2019-12-11 20:45:11+00:00,2,Hootsuite Inc.,A big warm welcome to our new group of Personal Support Workers! We look forward to seeing all of you make a positive impact in our community! Carefor Ottawa PSW Healthcare Career Orientation,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.8953}",Positive
3609,Pamacious,2019-12-11 20:44:05+00:00,4,Twitter for Android,"$15 per hour was an ok goal ten years ago, but it's too low now. $15 will still squeeze workers to their breaking points, especially without affordable healthcare and safety nets.","{'neg': 0.074, 'neu': 0.779, 'pos': 0.147, 'compound': 0.3919}",Positive
3610,appuntito160,2019-12-11 20:43:24+00:00,2,Twitter for iPhone,Nothing would give me more pleasure than putting healthcare insurance workers out of a job.,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.6115}",Positive
3611,l3fthanded1,2019-12-11 20:41:27+00:00,1,Twitter for Android,I actually know several healthcare workers who have quit their jobs from watching patients struggle to accept medical attention bc they couldn't afford it. They said it was heartbreaking.,"{'neg': 0.144, 'neu': 0.786, 'pos': 0.07, 'compound': -0.4019}",Negative
3612,HammondsEye,2019-12-11 20:32:54+00:00,0,Twitter for Android,I have just been in hospital for 2 weeks NHS and private!! Healthcare needs help. Our dedicated Doctors nurses healthcareworkers need our support NOT privatisation by the back door. So beavoter tomorrow. Haringey tottenham,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.8395}",Positive
3613,UNITEHEREPhilly,2019-12-11 20:23:54+00:00,3,Twitter Web App,"Just last month, two days before Thanksgiving, when workers and allies performed civil disobedience at the Philadelphia International Airport to fight for healthcare, Nikil was there with us fighting to make 1job enough to live on for hospitality workers!","{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.6588}",Negative
3614,zerohedge,2019-12-11 20:21:34+00:00,97,TweetDeck,*POWELL NOTES 3.7% WAGE GAIN FOR NONSUPERVISORY WORKERS Powell does not note 20% healthcare cost gains,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.6289}",Positive
3615,ringmeupinstead,2019-12-11 20:19:57+00:00,1,Twitter for Android,"It broke my heart all over again last night when the aus sent over their Healthcare workers to take the pressure off. It makes the severity real!! I don't think we'll be able to stop ppls facination with volcanoes, but it's a reminder that raw beauty comes with raw danger! (Cont)","{'neg': 0.174, 'neu': 0.74, 'pos': 0.086, 'compound': -0.5229}",Negative
3616,JeffWrongOn,2019-12-11 20:17:38+00:00,0,Twitter for Android,"Why is it that poor people needing healthcare are just supposed to figure it out with some public benefits maybe available, but health I insurance workers are not?","{'neg': 0.066, 'neu': 0.875, 'pos': 0.058, 'compound': -0.0644}",Negative
3617,Regulawyer,2019-12-11 20:13:43+00:00,0,Twitter for iPhone,"So he cut health insurance workers jobs, but he is not in favor of providing everyone healthcare to everyone. He is the worst-of-all-possible-worlds candidate.","{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.5538}",Negative
3618,Ranger_Z14,2019-12-11 20:09:20+00:00,1,Twitter for Android,Discounted travel for all workers on the national healthcare service.,"{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.0516}",Positive
3619,joshtweetsthat,2019-12-11 20:05:57+00:00,0,Twitter for iPhone,"Why what could anyone possibly find objectionable about maximizing shareholder profits and CEO salaries on the backs of healthcare patients and bottom-line workers? If he cant be held solely responsible, why should we hold that against him at all?","{'neg': 0.027, 'neu': 0.846, 'pos': 0.127, 'compound': 0.6553}",Positive
3620,shaunmickus,2019-12-11 19:50:47+00:00,3,LinkedIn,"On HumanRightsDay, let's stand with those on the frontlines of healthcare worldwide health workers. Learn why J&amp;J's Lauren Moore says we must protect &amp; support health workers as they work tirelessly to care for others. mycompany","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.8176}",Positive
3621,NursingNotesUK,2019-12-11 19:46:48+00:00,70,Twitter Web App,"An overwhelming number of healthcare workers plan to vote for the Labour Party in tomorrows general election, according to a survey by NursingNotes.","{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.4588}",Positive
3622,fscarfe,2019-12-11 19:42:29+00:00,1,Twitter Web App,"alcoholawareness Canada's most harmful drug,Alcohol a major factor as well in violence,abuse and assaults, including our Healthcare professionals/workers","{'neg': 0.148, 'neu': 0.763, 'pos': 0.089, 'compound': -0.34}",Negative
3623,Snortkittylitt1,2019-12-11 19:32:57+00:00,0,Twitter for Android,"Sour co workers purposefully misinterpreting situations to save their own asses is a constant in healthcare, but ths truth will out it always does because the truth shows in your work. How miserable and insecure your co worker must be, eff her! I'm sorry that happened to you","{'neg': 0.163, 'neu': 0.703, 'pos': 0.134, 'compound': -0.4102}",Negative
3624,JPelliccione,2019-12-11 19:32:11+00:00,1,Twitter for iPhone,"The argument that education workers should, through their cuts, fund healthcare is preposterous when the Ford government is shelling out billions in payment for cancelling beer and green contracts.","{'neg': 0.169, 'neu': 0.831, 'pos': 0.0, 'compound': -0.6705}",Negative
3625,joshtweetsthat,2019-12-11 19:31:28+00:00,0,Twitter for iPhone,"Why what could anyone possibly find objectionable about maximizing shareholder profits and CEO salaries on the backs of healthcare patients and bottom-line workers? If he cant be held solely responsible, why should we hold that against him at all?","{'neg': 0.028, 'neu': 0.842, 'pos': 0.13, 'compound': 0.6553}",Positive
3626,Culinary226,2019-12-11 19:25:18+00:00,4,Twitter Web App,"NOW Geoconda Arguello-Kline, Culinary Union secretary-treasurer opens the program for the Town Hall with VP . Geo was lead organizer on Frontier Strike. For 6 years, 4 months, and 10 days workers were on strike for healthcare.  LIVE &gt;&gt; 1job","{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.25}",Negative
3627,databaird,2019-12-11 19:25:11+00:00,0,Twitter Web App,A few healthcare myths we'd all be better off without (a short thread) 1. The salaries of workers and executives in health insurance are why costs are high 2. Insurance companies deny claims to make money I know insurance companies suck so don't me.,"{'neg': 0.112, 'neu': 0.826, 'pos': 0.061, 'compound': -0.34}",Negative
3628,OurRevolutionLA,2019-12-11 19:23:33+00:00,1,Twitter Web App,"Buttigieg is basically stating that guaranteeing healthcare as a right under single-payer threatens the well-being of those insurance workers, when in reality, we want to protect their well-being while he uses them as a political shield to protect his donors' profits. Bernie2020","{'neg': 0.055, 'neu': 0.745, 'pos': 0.2, 'compound': 0.7003}",Positive
3629,OurRevolutionLA,2019-12-11 19:23:33+00:00,2,Twitter Web App,"The crux of 's argument is that fixing our broken health system will cost jobs, or the well-being, of insurance workers. What argues is that your job shouldnt be tied to your well-being. If you lose your job, you shouldnt lose your healthcare or home.","{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.9118}",Negative
3630,CDCgov,2019-12-11 19:20:03+00:00,14,Sprout Social,"As a member of CDCs Surveillance Training to Enhance Ebola Response and Readiness (STEER) program, Dana Schneider worked to fight the Ebola outbreak by strengthening the key skills of thousands of healthcare workers in DRC. Read more about Dana","{'neg': 0.058, 'neu': 0.826, 'pos': 0.116, 'compound': 0.3818}",Positive
3631,LadyOfObsidian,2019-12-11 19:17:37+00:00,0,Twitter for iPad,gaba Exactly. Maybe a plan to create a robustly expanded public healthcare system is in order. One that can absorb 2 million displaced workers? Plus not everyone who works in healthcare is a health practitioner.,"{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.2732}",Positive
3632,airfrezno,2019-12-11 19:05:24+00:00,0,Twitter for Android,"Are you following NUHW ? Best healthcare workers union around and fighting for Kaiser patients, healthcare for all, and better state policies.","{'neg': 0.084, 'neu': 0.676, 'pos': 0.24, 'compound': 0.6808}",Positive
3633,MLS_IME,2019-12-11 19:00:03+00:00,0,PowerPost Digital,"Do you know how an independent review organization , like MLS, conducts reviews for workers' compensation claims? Check out a breakdown in our recent blog and don't forget to signup for the latest healthcare news! MLSblog workerscomp IRO","{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.5358}",Positive
3634,databaird,2019-12-11 18:56:08+00:00,2,Twitter Web App,"Except those workers are only a fraction of healthcare spending. It's significant, but it's not the reason why costs are higher than countries with private insurance (Switzerland, Germany, etc).","{'neg': 0.0, 'neu': 0.952, 'pos': 0.048, 'compound': 0.1027}",Positive
3635,touchfoundation,2019-12-11 18:52:16+00:00,3,Twitter Web App,"It's been a busy couple of months for our HealthyHeartAfrica program! Together with our partners at Bugando Medical Centre, we trained over 50 healthcare workers on how to diagnose and treat hypertension in patients including fellow HCWs and pregnant women!","{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.508}",Positive
3636,locbms,2019-12-11 18:42:22+00:00,1,Twitter for iPhone,It made me very sad to see this headline on todays Belfast Telegraph. So true that all healthcare workers are taking these actions with a heavy heart and a full knowledge of what the impact of strike action is on patients. A decision taken after much soul searching.,"{'neg': 0.096, 'neu': 0.843, 'pos': 0.061, 'compound': -0.2023}",Negative
3637,SaraAnnedipity,2019-12-11 18:41:08+00:00,1,Twitter for Android,I think it can be helpful to talk about because it emphasizes the importance of having GOOD healthcare workers. One of the reasons it matters so much when people get shitty care (or no care at all) is because the RIGHT care makes such a huge impact.,"{'neg': 0.091, 'neu': 0.565, 'pos': 0.344, 'compound': 0.9341}",Positive
3638,PIHillBelichick,2019-12-11 18:40:35+00:00,0,Twitter Web App,Healthcare is a public option with M4A being the end goal Bernie's foreign policy sucks and he has no credibility there He has several plans for labor including unionization for gig workers Tuition free college is a terrible idea lol He wants to decarbonize by 2050,"{'neg': 0.14, 'neu': 0.751, 'pos': 0.109, 'compound': -0.1779}",Negative
3639,4cats412,2019-12-11 18:39:47+00:00,0,Twitter for iPhone,I worked for a major insurance company for 23 years thats where my experience is. People past 50 dont just get a 60k a year in a heartbeat. I dont know the answer but the millions of healthcare workers cant be kicked to the curb,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3640,thepbo28,2019-12-11 18:33:18+00:00,10,Twitter for Android,Yep some great opportunities - more than happy to talk to anyone about them. Particularly B5 nurses but also B2 healthcare support workers. Bank work as well as p/t and f/t contracts possible ,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.9125}",Positive
3641,55krissi55,2019-12-11 18:31:39+00:00,4,Twitter Web App,"UxbridgeAndSouthRuislip London Proud to Vote Labour for a Britain that works for the many, not only the few. For equal access to Education &amp; Healthcare for rich &amp; poor. Workers help create the wealth - lets give Workers a decent standard of living too.","{'neg': 0.058, 'neu': 0.669, 'pos': 0.273, 'compound': 0.891}",Positive
3642,_MattCarter,2019-12-11 18:28:51+00:00,0,Twitter for Android,"Considering the national shortage in many regions of healthcare workers, this field is likely justified in needing those visas. Also, healthcare has to become more affordable for working people. It's drive down costs or nationalize and that has failed on ever front thus far.","{'neg': 0.106, 'neu': 0.84, 'pos': 0.054, 'compound': -0.3818}",Negative
3643,joelax,2019-12-11 18:14:17+00:00,1,Twitter for iPhone,"If you didn't have this, I'd be nervous. Humility and fear (a little bit) are important traits. Be wary of those nurses (and healthcare workers) that are overconfident. Mistakes from hubris are real and scary. Keep your head up. You'll be fine and you're not alone.","{'neg': 0.196, 'neu': 0.713, 'pos': 0.091, 'compound': -0.786}",Negative
3644,spreekaway,2019-12-11 18:10:08+00:00,0,Twitter Web App,I also think a really big deal is salaries in the health field. I often see people showing how much is paid in countries with either a much lower cost of living or that just pay their health workers much less. A lot easier to afford healthcare if you pay your doctors only $40k.,"{'neg': 0.093, 'neu': 0.859, 'pos': 0.047, 'compound': -0.1226}",Negative
3645,nasw,2019-12-11 18:08:48+00:00,12,Buffer,"SAVE THE DATE Elevating Social Care Social Works Role in Driving Healthcare Transformation Wed, 1/15/2020 | 230-330 PM ET In a recent study, recognizes social workers as specialists in social care. Join us to explore NASEM's recent study means for socialworkers","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.8531}",Positive
3646,LAANE,2019-12-11 17:59:37+00:00,37,Twitter Web App,"4,000 Kaiser psychologists, therapists, &amp; psychiatric nurses will be going on strike next week. They are fighting against unmanageable caseloads, understaffing &amp; more. Mental healthcare workers care 4 us, they deserve to be heard. We stand with you!","{'neg': 0.099, 'neu': 0.828, 'pos': 0.074, 'compound': 0.126}",Positive
3647,JamelleWD,2019-12-11 17:53:37+00:00,54,Twitter for iPhone,"Harvard Faculty, post docs and staff receive full healthcare coverage for spouse and a dependent. Graduate workers have to pay $4,100 annually for healthcare coverage for one dependent, and $7,800 annually to add a spouse for coverage. Make it make sense hgsustrike","{'neg': 0.034, 'neu': 0.966, 'pos': 0.0, 'compound': -0.1027}",Negative
3648,dvdngrffn,2019-12-11 17:46:02+00:00,0,Twitter for iPhone,m4a transitions job loss into new admin or provides financial assistance to find new job in exchange for universal healthcare for all. petes plans here kicks workers to the curb no help no assistance no universal healthcare to make companies profit. not even remotely close.,"{'neg': 0.158, 'neu': 0.743, 'pos': 0.099, 'compound': -0.3182}",Negative
3649,kelly_t_mac,2019-12-11 17:39:14+00:00,3,Twitter for iPhone,down It also proves that s claim of protecting healthcare workers jobs is not entirely true.,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.3713}",Negative
3650,webkris,2019-12-11 17:35:14+00:00,0,Twitter Web App,4/6 No way. I bet (and yet offer no proof) The board has been raking in millions of dollars for years. They paid their workers shit. Healthcare and benefits are lacking. Previous bonuses were tiny and only for the officers of the company. There is more to this story...,"{'neg': 0.14, 'neu': 0.752, 'pos': 0.108, 'compound': -0.2023}",Negative
3651,HlthResearchBC,2019-12-11 17:35:00+00:00,4,Twitter Web App,2018 Reach award recipient Dr. Shannon Dames shares her story of co-developing a curriculum for healthcareworkers to help them cultivate factors that mitigate stress and promote thriving in the latest KTEncounters. Read more,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.8779}",Positive
3652,NotSilentMarie,2019-12-11 17:33:32+00:00,1,Twitter for iPhone,Majority of healthcare workers that report abuse in WA are retaliated against. We report retaliation to DSHS &amp; they ask the employer Did u retaliate? The employer says NO &amp; DSHS closes case. Mandated reporters are left w/ no job &amp; blacklisted! DSHS needs to protect us too!,"{'neg': 0.128, 'neu': 0.824, 'pos': 0.048, 'compound': -0.658}",Negative
3653,kat_umbra,2019-12-11 17:31:15+00:00,1,Twitter for Android,I'll definitely be checking it out. As healthcare assistant and support worker I have worked with alzheimer's among other things and its lovely to see people help. I think we were talking about care workers at crossroads 2 but got interrupted. You thanked me for what I do....,"{'neg': 0.05, 'neu': 0.7, 'pos': 0.25, 'compound': 0.8442}",Positive
3654,PTE17,2019-12-11 17:30:48+00:00,1,Social Press Kit,"Healthcare workers are voting to STRIKE to urge -Providence to stop prioritizing executive pay, profits &amp; expansion above safe staffing &amp; quality patient care. We stand with workers. Patient safety can't wait. Sign the petition","{'neg': 0.12, 'neu': 0.637, 'pos': 0.243, 'compound': 0.7886}",Positive
3655,AlterfaxJ,2019-12-11 17:29:44+00:00,0,Twitter for Android,"All these job numbers every1 is bragging about...no1 bothering to explain that many are extremely poor paying jobs with no benefits, no healthcare coverage, because the govt under tRump doesn't require it. Workers that are considered THE WORKING POOR.","{'neg': 0.28, 'neu': 0.669, 'pos': 0.051, 'compound': -0.8916}",Negative
3656,Newmumsafrica,2019-12-11 17:27:01+00:00,0,Twitter for Android,"Our priority should be to make Safe delivery systems (facility + qualified healthcare workers) readily available for every pregnant woman, irrespective of their socioeconomic class. womenshealth","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4404}",Positive
3657,AlexFZG,2019-12-11 17:26:34+00:00,2,LinkedIn,"On HumanRightsDay, let's stand with those on the frontlines of healthcare worldwide  health workers. Learn why J&amp;J's Lauren Moore says we must protect &amp; support health workers as they work tirelessly to care for communities. mycompany","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.8176}",Positive
3658,gulbiskundze,2019-12-11 17:26:11+00:00,9,Twitter Web App,"Yup, all European healthcare workers are volunteers who live in their parents' basements, same with higher ed. ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3659,dvdngrffn,2019-12-11 17:16:24+00:00,0,Twitter for iPhone,m4a transitions job loss into new admin or provides financial assistance to find new job in exchange for universal healthcare for all. petes plans here kicks workers to the curb no help no assistance no universal healthcare to make companies profit. not even remotely a good point,"{'neg': 0.195, 'neu': 0.708, 'pos': 0.097, 'compound': -0.5727}",Negative
3660,HScheinMedical,2019-12-11 17:15:05+00:00,2,Sprout Social,"According to The National Institute for Occupational Safety and Health, approximately 8 million U.S. healthcare workers were exposed to precarious drugs in 2018. Learn more about USP &lt;800&gt;, the regulation around the safe handling of hazardous drugs","{'neg': 0.031, 'neu': 0.833, 'pos': 0.136, 'compound': 0.6597}",Positive
3661,CHSHSystem,2019-12-11 17:10:04+00:00,0,Sprout Social,"Most healthcare workers wash their hands 100% of the time that they think about washing their hands, but if they dont think about it, they dont even realize theyve forgotten. Cue our patented Real-Time Voice Reminder.","{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.3291}",Negative
3662,BlindEyeFoto,2019-12-11 17:04:00+00:00,0,Facebook,"We should have no reason to run deficits, have low wages for workers or have any issues with Healthcare, Pharmacare and great, free education for all that want it.","{'neg': 0.113, 'neu': 0.658, 'pos': 0.229, 'compound': 0.6597}",Positive
3663,JakeMat91,2019-12-11 17:00:34+00:00,0,Twitter for Android,"Probably one of the most important GoodNewsGraphs That everyone should be aware of, especially healthcare workers having their 2nd double cream caramel mocha frapaccino mid ward round!","{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.3367}",Positive
3664,JosephWhitner,2019-12-11 16:59:59+00:00,0,Qnary.io,"It's imperative that any tech you introduce actually helps solve a problem instead of creating new ones -- EHRs are a constant headache for healthcare workers. Thanks, ! HealthCare","{'neg': 0.074, 'neu': 0.658, 'pos': 0.268, 'compound': 0.7263}",Positive
3665,Scientists_ofNC,2019-12-11 16:59:48+00:00,2,Twitter Web App,"He also advises medical students at . His current research efforts seek to increase healthcare quality by examining the layout of hospital rooms, determining the best locations for medical equipment, and identifying best practices for various healthcare workers. 3/n","{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.8934}",Positive
3666,mohnerha,2019-12-11 16:56:08+00:00,3,Twitter for Android,"It's the time of year when we are all at risk of being infected with the flu. Yes, even Health Workers! Take action now to protect yourself, your patients, families and friends and get the flu vaccine. flu fluvaccine","{'neg': 0.196, 'neu': 0.652, 'pos': 0.152, 'compound': -0.3382}",Negative
3667,rab_marley,2019-12-11 16:48:45+00:00,1,Twitter Web App,We want what do we want - more food banks We want what do we want - private healthcare We want what do we want - no workers rights We want what do we want - zero hour contracts We want what do we want - to work until we're 70 Vote Tory.,"{'neg': 0.041, 'neu': 0.714, 'pos': 0.244, 'compound': 0.4215}",Positive
3668,RoseAnnDeMoro,2019-12-11 16:47:58+00:00,53,Twitter for iPad,"MedicareforALL. Everyone should have Union Healthcare, in fact beyond union healthcare. I suspect that this was set up which is sad. Union workers give up raises for healthcare. 1U Union workers should support all people. Thats how unions grow.","{'neg': 0.12, 'neu': 0.818, 'pos': 0.061, 'compound': -0.3818}",Negative
3669,ChrisitnaG,2019-12-11 16:45:33+00:00,2,Twitter Web App,"Funny -considering that there are people in Russia who are Democrats. Not all of them are killers like Putin. Besides a lot of Trump supporters would be dead it it weren't for Democrats. They wouldn't have union jobs, healthcare, workers rights -etc...","{'neg': 0.157, 'neu': 0.692, 'pos': 0.151, 'compound': -0.3182}",Negative
3670,fu7371,2019-12-11 16:37:55+00:00,2,Twitter Web App,Those healthcare professionals are also the targets of HK police. The police still arrested them even they were voluntary first-aid workers in the protest.,"{'neg': 0.175, 'neu': 0.825, 'pos': 0.0, 'compound': -0.6249}",Negative
3671,becca21806,2019-12-11 16:37:40+00:00,0,Twitter for iPhone,"extremely disappointed in the service received at your Northampton restaurant this afternoon. 14 NHS healthcare workers all with valid student cards and meerkat meals denied their discount by the manager, she said this discount codes werent working today","{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.7425}",Negative
3672,cornwall_staff,2019-12-11 16:35:10+00:00,0,LogicMelon,"HealthCare and Support workers- Very flexible hours available , Cornwall, 8.40 - 13.00/hour + Mileage job jobs hiring HealthJobs","{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.5984}",Positive
3673,BreeNewsome,2019-12-11 16:33:09+00:00,451,Twitter Web App,"??? If we have universal health coverage, the laid off insurance workers will still be covered for their healthcare-- unlike the millions of people right now who don't get employer-based insurance.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3674,jeffhauser,2019-12-11 16:30:49+00:00,1,Twitter Web App,several clients AFTER working for the healthcare company chose paying its failing exec well into 8 figures over retaining workers or after working for the price fixing Canadian grocer owned by a right wing billionaire.,"{'neg': 0.082, 'neu': 0.866, 'pos': 0.052, 'compound': -0.296}",Negative
